Time	Entity	Frame	SF	Slot	nodeId	RNTI	bwpId	Harq ID	K1 Delay
0.404071	DL DCI Rxed	40	4	0	2	1	0	15	2
0.404071	DL DCI Rxed	40	4	0	4	1	2	15	2
0.405071	DL DCI Rxed	40	5	0	2	1	0	14	2
0.405071	DL DCI Rxed	40	5	0	4	1	2	14	2
0.406071	DL DCI Rxed	40	6	0	2	1	0	13	2
0.406071	DL DCI Rxed	40	6	0	4	1	2	13	2
0.406929	HARQ FD Txed	40	6	0	4	1	2	15	2
0.406929	HARQ FD Txed	40	6	0	2	1	0	15	2
0.407929	HARQ FD Txed	40	7	0	4	1	2	14	2
0.407929	HARQ FD Txed	40	7	0	2	1	0	14	2
0.408929	HARQ FD Txed	40	8	0	4	1	2	13	2
0.408929	HARQ FD Txed	40	8	0	2	1	0	13	2
0.409071	DL DCI Rxed	40	9	0	2	1	0	15	2
0.409071	DL DCI Rxed	40	9	0	4	1	2	15	2
0.410071	DL DCI Rxed	41	0	0	2	1	0	14	2
0.410071	DL DCI Rxed	41	0	0	4	1	2	14	2
0.411071	DL DCI Rxed	41	1	0	2	1	0	13	2
0.411071	DL DCI Rxed	41	1	0	4	1	2	13	2
0.411929	HARQ FD Txed	41	1	0	4	1	2	15	2
0.411929	HARQ FD Txed	41	1	0	2	1	0	15	2
0.412929	HARQ FD Txed	41	2	0	4	1	2	14	2
0.412929	HARQ FD Txed	41	2	0	2	1	0	14	2
0.413929	HARQ FD Txed	41	3	0	4	1	2	13	2
0.413929	HARQ FD Txed	41	3	0	2	1	0	13	2
0.414071	DL DCI Rxed	41	4	0	2	1	0	15	2
0.414071	DL DCI Rxed	41	4	0	4	1	2	15	2
0.415071	DL DCI Rxed	41	5	0	2	1	0	14	2
0.415071	DL DCI Rxed	41	5	0	4	1	2	14	2
0.416071	DL DCI Rxed	41	6	0	2	1	0	13	2
0.416071	DL DCI Rxed	41	6	0	4	1	2	13	2
0.416929	HARQ FD Txed	41	6	0	4	1	2	15	2
0.416929	HARQ FD Txed	41	6	0	2	1	0	15	2
0.417929	HARQ FD Txed	41	7	0	4	1	2	14	2
0.417929	HARQ FD Txed	41	7	0	2	1	0	14	2
0.418929	HARQ FD Txed	41	8	0	4	1	2	13	2
0.418929	HARQ FD Txed	41	8	0	2	1	0	13	2
0.419071	DL DCI Rxed	41	9	0	2	1	0	15	2
0.419071	DL DCI Rxed	41	9	0	4	1	2	15	2
0.420071	DL DCI Rxed	42	0	0	2	1	0	14	2
0.420071	DL DCI Rxed	42	0	0	4	1	2	14	2
0.421071	DL DCI Rxed	42	1	0	2	1	0	13	2
0.421071	DL DCI Rxed	42	1	0	4	1	2	13	2
0.421929	HARQ FD Txed	42	1	0	4	1	2	15	2
0.421929	HARQ FD Txed	42	1	0	2	1	0	15	2
0.422929	HARQ FD Txed	42	2	0	4	1	2	14	2
0.422929	HARQ FD Txed	42	2	0	2	1	0	14	2
0.423929	HARQ FD Txed	42	3	0	4	1	2	13	2
0.423929	HARQ FD Txed	42	3	0	2	1	0	13	2
0.424071	DL DCI Rxed	42	4	0	2	1	0	15	2
0.424071	DL DCI Rxed	42	4	0	4	1	2	15	2
0.425071	DL DCI Rxed	42	5	0	2	1	0	14	2
0.425071	DL DCI Rxed	42	5	0	4	1	2	14	2
0.426071	DL DCI Rxed	42	6	0	2	1	0	13	2
0.426071	DL DCI Rxed	42	6	0	4	1	2	13	2
0.426929	HARQ FD Txed	42	6	0	4	1	2	15	2
0.426929	HARQ FD Txed	42	6	0	2	1	0	15	2
0.427929	HARQ FD Txed	42	7	0	4	1	2	14	2
0.427929	HARQ FD Txed	42	7	0	2	1	0	14	2
0.428929	HARQ FD Txed	42	8	0	4	1	2	13	2
0.428929	HARQ FD Txed	42	8	0	2	1	0	13	2
0.429071	DL DCI Rxed	42	9	0	2	1	0	15	2
0.429071	DL DCI Rxed	42	9	0	4	1	2	15	2
0.430071	DL DCI Rxed	43	0	0	2	1	0	14	2
0.430071	DL DCI Rxed	43	0	0	4	1	2	14	2
0.431071	DL DCI Rxed	43	1	0	2	1	0	13	2
0.431071	DL DCI Rxed	43	1	0	4	1	2	13	2
0.431929	HARQ FD Txed	43	1	0	4	1	2	15	2
0.431929	HARQ FD Txed	43	1	0	2	1	0	15	2
0.432929	HARQ FD Txed	43	2	0	4	1	2	14	2
0.432929	HARQ FD Txed	43	2	0	2	1	0	14	2
0.433929	HARQ FD Txed	43	3	0	4	1	2	13	2
0.433929	HARQ FD Txed	43	3	0	2	1	0	13	2
0.434071	DL DCI Rxed	43	4	0	2	1	0	15	2
0.434071	DL DCI Rxed	43	4	0	4	1	2	15	2
0.435071	DL DCI Rxed	43	5	0	2	1	0	14	2
0.435071	DL DCI Rxed	43	5	0	4	1	2	14	2
0.436071	DL DCI Rxed	43	6	0	2	1	0	13	2
0.436071	DL DCI Rxed	43	6	0	4	1	2	13	2
0.436929	HARQ FD Txed	43	6	0	4	1	2	15	2
0.436929	HARQ FD Txed	43	6	0	2	1	0	15	2
0.437929	HARQ FD Txed	43	7	0	4	1	2	14	2
0.437929	HARQ FD Txed	43	7	0	2	1	0	14	2
0.438929	HARQ FD Txed	43	8	0	4	1	2	13	2
0.438929	HARQ FD Txed	43	8	0	2	1	0	13	2
0.439071	DL DCI Rxed	43	9	0	2	1	0	15	2
0.439071	DL DCI Rxed	43	9	0	4	1	2	15	2
0.440071	DL DCI Rxed	44	0	0	2	1	0	14	2
0.440071	DL DCI Rxed	44	0	0	4	1	2	14	2
0.441071	DL DCI Rxed	44	1	0	2	1	0	13	2
0.441071	DL DCI Rxed	44	1	0	4	1	2	13	2
0.441929	HARQ FD Txed	44	1	0	4	1	2	15	2
0.441929	HARQ FD Txed	44	1	0	2	1	0	15	2
0.442929	HARQ FD Txed	44	2	0	4	1	2	14	2
0.442929	HARQ FD Txed	44	2	0	2	1	0	14	2
0.443929	HARQ FD Txed	44	3	0	4	1	2	13	2
0.443929	HARQ FD Txed	44	3	0	2	1	0	13	2
0.444071	DL DCI Rxed	44	4	0	2	1	0	15	2
0.444071	DL DCI Rxed	44	4	0	4	1	2	15	2
0.445071	DL DCI Rxed	44	5	0	2	1	0	14	2
0.445071	DL DCI Rxed	44	5	0	4	1	2	14	2
0.446071	DL DCI Rxed	44	6	0	2	1	0	13	2
0.446071	DL DCI Rxed	44	6	0	4	1	2	13	2
0.446929	HARQ FD Txed	44	6	0	4	1	2	15	2
0.446929	HARQ FD Txed	44	6	0	2	1	0	15	2
0.447929	HARQ FD Txed	44	7	0	4	1	2	14	2
0.447929	HARQ FD Txed	44	7	0	2	1	0	14	2
0.448929	HARQ FD Txed	44	8	0	4	1	2	13	2
0.448929	HARQ FD Txed	44	8	0	2	1	0	13	2
0.449071	DL DCI Rxed	44	9	0	2	1	0	15	2
0.449071	DL DCI Rxed	44	9	0	4	1	2	15	2
0.450071	DL DCI Rxed	45	0	0	2	1	0	14	2
0.450071	DL DCI Rxed	45	0	0	4	1	2	14	2
0.451071	DL DCI Rxed	45	1	0	2	1	0	13	2
0.451071	DL DCI Rxed	45	1	0	4	1	2	13	2
0.451929	HARQ FD Txed	45	1	0	4	1	2	15	2
0.451929	HARQ FD Txed	45	1	0	2	1	0	15	2
0.452929	HARQ FD Txed	45	2	0	4	1	2	14	2
0.452929	HARQ FD Txed	45	2	0	2	1	0	14	2
0.453929	HARQ FD Txed	45	3	0	4	1	2	13	2
0.453929	HARQ FD Txed	45	3	0	2	1	0	13	2
0.454071	DL DCI Rxed	45	4	0	2	1	0	15	2
0.454071	DL DCI Rxed	45	4	0	4	1	2	15	2
0.455071	DL DCI Rxed	45	5	0	2	1	0	14	2
0.455071	DL DCI Rxed	45	5	0	4	1	2	14	2
0.456071	DL DCI Rxed	45	6	0	2	1	0	13	2
0.456071	DL DCI Rxed	45	6	0	4	1	2	13	2
0.456929	HARQ FD Txed	45	6	0	4	1	2	15	2
0.456929	HARQ FD Txed	45	6	0	2	1	0	15	2
0.457929	HARQ FD Txed	45	7	0	4	1	2	14	2
0.457929	HARQ FD Txed	45	7	0	2	1	0	14	2
0.458929	HARQ FD Txed	45	8	0	4	1	2	13	2
0.458929	HARQ FD Txed	45	8	0	2	1	0	13	2
0.459071	DL DCI Rxed	45	9	0	2	1	0	15	2
0.459071	DL DCI Rxed	45	9	0	4	1	2	15	2
0.460071	DL DCI Rxed	46	0	0	2	1	0	14	2
0.460071	DL DCI Rxed	46	0	0	4	1	2	14	2
0.461071	DL DCI Rxed	46	1	0	2	1	0	13	2
0.461071	DL DCI Rxed	46	1	0	4	1	2	13	2
0.461929	HARQ FD Txed	46	1	0	4	1	2	15	2
0.461929	HARQ FD Txed	46	1	0	2	1	0	15	2
0.462929	HARQ FD Txed	46	2	0	4	1	2	14	2
0.462929	HARQ FD Txed	46	2	0	2	1	0	14	2
0.463929	HARQ FD Txed	46	3	0	4	1	2	13	2
0.463929	HARQ FD Txed	46	3	0	2	1	0	13	2
0.464071	DL DCI Rxed	46	4	0	2	1	0	15	2
0.464071	DL DCI Rxed	46	4	0	4	1	2	15	2
0.465071	DL DCI Rxed	46	5	0	2	1	0	14	2
0.465071	DL DCI Rxed	46	5	0	4	1	2	14	2
0.466071	DL DCI Rxed	46	6	0	2	1	0	13	2
0.466071	DL DCI Rxed	46	6	0	4	1	2	13	2
0.466929	HARQ FD Txed	46	6	0	4	1	2	15	2
0.466929	HARQ FD Txed	46	6	0	2	1	0	15	2
0.467929	HARQ FD Txed	46	7	0	4	1	2	14	2
0.467929	HARQ FD Txed	46	7	0	2	1	0	14	2
0.468929	HARQ FD Txed	46	8	0	4	1	2	13	2
0.468929	HARQ FD Txed	46	8	0	2	1	0	13	2
0.469071	DL DCI Rxed	46	9	0	2	1	0	15	2
0.469071	DL DCI Rxed	46	9	0	4	1	2	15	2
0.470071	DL DCI Rxed	47	0	0	2	1	0	14	2
0.470071	DL DCI Rxed	47	0	0	4	1	2	14	2
0.471071	DL DCI Rxed	47	1	0	2	1	0	13	2
0.471071	DL DCI Rxed	47	1	0	4	1	2	13	2
0.471929	HARQ FD Txed	47	1	0	4	1	2	15	2
0.471929	HARQ FD Txed	47	1	0	2	1	0	15	2
0.472929	HARQ FD Txed	47	2	0	4	1	2	14	2
0.472929	HARQ FD Txed	47	2	0	2	1	0	14	2
0.473929	HARQ FD Txed	47	3	0	4	1	2	13	2
0.473929	HARQ FD Txed	47	3	0	2	1	0	13	2
0.474071	DL DCI Rxed	47	4	0	2	1	0	15	2
0.474071	DL DCI Rxed	47	4	0	4	1	2	15	2
0.475071	DL DCI Rxed	47	5	0	2	1	0	14	2
0.475071	DL DCI Rxed	47	5	0	4	1	2	14	2
0.476071	DL DCI Rxed	47	6	0	2	1	0	13	2
0.476071	DL DCI Rxed	47	6	0	4	1	2	13	2
0.476929	HARQ FD Txed	47	6	0	4	1	2	15	2
0.476929	HARQ FD Txed	47	6	0	2	1	0	15	2
0.477929	HARQ FD Txed	47	7	0	4	1	2	14	2
0.477929	HARQ FD Txed	47	7	0	2	1	0	14	2
0.478929	HARQ FD Txed	47	8	0	4	1	2	13	2
0.478929	HARQ FD Txed	47	8	0	2	1	0	13	2
0.479071	DL DCI Rxed	47	9	0	2	1	0	15	2
0.479071	DL DCI Rxed	47	9	0	4	1	2	15	2
0.480071	DL DCI Rxed	48	0	0	2	1	0	14	2
0.480071	DL DCI Rxed	48	0	0	4	1	2	14	2
0.481071	DL DCI Rxed	48	1	0	2	1	0	13	2
0.481071	DL DCI Rxed	48	1	0	4	1	2	13	2
0.481929	HARQ FD Txed	48	1	0	4	1	2	15	2
0.481929	HARQ FD Txed	48	1	0	2	1	0	15	2
0.482929	HARQ FD Txed	48	2	0	4	1	2	14	2
0.482929	HARQ FD Txed	48	2	0	2	1	0	14	2
0.483929	HARQ FD Txed	48	3	0	4	1	2	13	2
0.483929	HARQ FD Txed	48	3	0	2	1	0	13	2
0.484071	DL DCI Rxed	48	4	0	2	1	0	15	2
0.484071	DL DCI Rxed	48	4	0	4	1	2	15	2
0.485071	DL DCI Rxed	48	5	0	2	1	0	14	2
0.485071	DL DCI Rxed	48	5	0	4	1	2	14	2
0.486071	DL DCI Rxed	48	6	0	2	1	0	13	2
0.486071	DL DCI Rxed	48	6	0	4	1	2	13	2
0.486929	HARQ FD Txed	48	6	0	4	1	2	15	2
0.486929	HARQ FD Txed	48	6	0	2	1	0	15	2
0.487929	HARQ FD Txed	48	7	0	4	1	2	14	2
0.487929	HARQ FD Txed	48	7	0	2	1	0	14	2
0.488929	HARQ FD Txed	48	8	0	4	1	2	13	2
0.488929	HARQ FD Txed	48	8	0	2	1	0	13	2
0.489071	DL DCI Rxed	48	9	0	2	1	0	15	2
0.489071	DL DCI Rxed	48	9	0	4	1	2	15	2
0.490071	DL DCI Rxed	49	0	0	2	1	0	14	2
0.490071	DL DCI Rxed	49	0	0	4	1	2	14	2
0.491071	DL DCI Rxed	49	1	0	2	1	0	13	2
0.491071	DL DCI Rxed	49	1	0	4	1	2	13	2
0.491929	HARQ FD Txed	49	1	0	4	1	2	15	2
0.491929	HARQ FD Txed	49	1	0	2	1	0	15	2
0.492929	HARQ FD Txed	49	2	0	4	1	2	14	2
0.492929	HARQ FD Txed	49	2	0	2	1	0	14	2
0.493929	HARQ FD Txed	49	3	0	4	1	2	13	2
0.493929	HARQ FD Txed	49	3	0	2	1	0	13	2
0.494071	DL DCI Rxed	49	4	0	2	1	0	15	2
0.494071	DL DCI Rxed	49	4	0	4	1	2	15	2
0.495071	DL DCI Rxed	49	5	0	2	1	0	14	2
0.495071	DL DCI Rxed	49	5	0	4	1	2	14	2
0.496071	DL DCI Rxed	49	6	0	2	1	0	13	2
0.496071	DL DCI Rxed	49	6	0	4	1	2	13	2
0.496929	HARQ FD Txed	49	6	0	4	1	2	15	2
0.496929	HARQ FD Txed	49	6	0	2	1	0	15	2
0.497929	HARQ FD Txed	49	7	0	4	1	2	14	2
0.497929	HARQ FD Txed	49	7	0	2	1	0	14	2
0.498929	HARQ FD Txed	49	8	0	4	1	2	13	2
0.498929	HARQ FD Txed	49	8	0	2	1	0	13	2
0.499071	DL DCI Rxed	49	9	0	2	1	0	15	2
0.499071	DL DCI Rxed	49	9	0	4	1	2	15	2
0.500071	DL DCI Rxed	50	0	0	2	1	0	14	2
0.500071	DL DCI Rxed	50	0	0	4	1	2	14	2
0.501071	DL DCI Rxed	50	1	0	2	1	0	13	2
0.501071	DL DCI Rxed	50	1	0	4	1	2	13	2
0.501929	HARQ FD Txed	50	1	0	4	1	2	15	2
0.501929	HARQ FD Txed	50	1	0	2	1	0	15	2
0.502929	HARQ FD Txed	50	2	0	4	1	2	14	2
0.502929	HARQ FD Txed	50	2	0	2	1	0	14	2
0.503929	HARQ FD Txed	50	3	0	4	1	2	13	2
0.503929	HARQ FD Txed	50	3	0	2	1	0	13	2
0.504071	DL DCI Rxed	50	4	0	2	1	0	15	2
0.504071	DL DCI Rxed	50	4	0	4	1	2	15	2
0.505071	DL DCI Rxed	50	5	0	2	1	0	14	2
0.505071	DL DCI Rxed	50	5	0	4	1	2	14	2
0.506071	DL DCI Rxed	50	6	0	2	1	0	13	2
0.506071	DL DCI Rxed	50	6	0	4	1	2	13	2
0.506929	HARQ FD Txed	50	6	0	4	1	2	15	2
0.506929	HARQ FD Txed	50	6	0	2	1	0	15	2
0.507929	HARQ FD Txed	50	7	0	4	1	2	14	2
0.507929	HARQ FD Txed	50	7	0	2	1	0	14	2
0.508929	HARQ FD Txed	50	8	0	4	1	2	13	2
0.508929	HARQ FD Txed	50	8	0	2	1	0	13	2
0.509071	DL DCI Rxed	50	9	0	2	1	0	15	2
0.509071	DL DCI Rxed	50	9	0	4	1	2	15	2
0.510071	DL DCI Rxed	51	0	0	2	1	0	14	2
0.510071	DL DCI Rxed	51	0	0	4	1	2	14	2
0.511071	DL DCI Rxed	51	1	0	2	1	0	13	2
0.511071	DL DCI Rxed	51	1	0	4	1	2	13	2
0.511929	HARQ FD Txed	51	1	0	4	1	2	15	2
0.511929	HARQ FD Txed	51	1	0	2	1	0	15	2
0.512929	HARQ FD Txed	51	2	0	4	1	2	14	2
0.512929	HARQ FD Txed	51	2	0	2	1	0	14	2
0.513929	HARQ FD Txed	51	3	0	4	1	2	13	2
0.513929	HARQ FD Txed	51	3	0	2	1	0	13	2
0.514071	DL DCI Rxed	51	4	0	2	1	0	15	2
0.514071	DL DCI Rxed	51	4	0	4	1	2	15	2
0.515071	DL DCI Rxed	51	5	0	2	1	0	14	2
0.515071	DL DCI Rxed	51	5	0	4	1	2	14	2
0.516071	DL DCI Rxed	51	6	0	2	1	0	13	2
0.516071	DL DCI Rxed	51	6	0	4	1	2	13	2
0.516929	HARQ FD Txed	51	6	0	4	1	2	15	2
0.516929	HARQ FD Txed	51	6	0	2	1	0	15	2
0.517929	HARQ FD Txed	51	7	0	4	1	2	14	2
0.517929	HARQ FD Txed	51	7	0	2	1	0	14	2
0.518929	HARQ FD Txed	51	8	0	4	1	2	13	2
0.518929	HARQ FD Txed	51	8	0	2	1	0	13	2
0.519071	DL DCI Rxed	51	9	0	2	1	0	15	2
0.519071	DL DCI Rxed	51	9	0	4	1	2	15	2
0.520071	DL DCI Rxed	52	0	0	2	1	0	14	2
0.520071	DL DCI Rxed	52	0	0	4	1	2	14	2
0.521071	DL DCI Rxed	52	1	0	2	1	0	13	2
0.521071	DL DCI Rxed	52	1	0	4	1	2	13	2
0.521929	HARQ FD Txed	52	1	0	4	1	2	15	2
0.521929	HARQ FD Txed	52	1	0	2	1	0	15	2
0.522929	HARQ FD Txed	52	2	0	4	1	2	14	2
0.522929	HARQ FD Txed	52	2	0	2	1	0	14	2
0.523929	HARQ FD Txed	52	3	0	4	1	2	13	2
0.523929	HARQ FD Txed	52	3	0	2	1	0	13	2
0.524071	DL DCI Rxed	52	4	0	2	1	0	15	2
0.524071	DL DCI Rxed	52	4	0	4	1	2	15	2
0.525071	DL DCI Rxed	52	5	0	2	1	0	14	2
0.525071	DL DCI Rxed	52	5	0	4	1	2	14	2
0.526071	DL DCI Rxed	52	6	0	2	1	0	13	2
0.526071	DL DCI Rxed	52	6	0	4	1	2	13	2
0.526929	HARQ FD Txed	52	6	0	4	1	2	15	2
0.526929	HARQ FD Txed	52	6	0	2	1	0	15	2
0.527929	HARQ FD Txed	52	7	0	4	1	2	14	2
0.527929	HARQ FD Txed	52	7	0	2	1	0	14	2
0.528929	HARQ FD Txed	52	8	0	4	1	2	13	2
0.528929	HARQ FD Txed	52	8	0	2	1	0	13	2
0.529071	DL DCI Rxed	52	9	0	2	1	0	15	2
0.529071	DL DCI Rxed	52	9	0	4	1	2	15	2
0.530071	DL DCI Rxed	53	0	0	2	1	0	14	2
0.530071	DL DCI Rxed	53	0	0	4	1	2	14	2
0.531071	DL DCI Rxed	53	1	0	2	1	0	13	2
0.531071	DL DCI Rxed	53	1	0	4	1	2	13	2
0.531929	HARQ FD Txed	53	1	0	4	1	2	15	2
0.531929	HARQ FD Txed	53	1	0	2	1	0	15	2
0.532929	HARQ FD Txed	53	2	0	4	1	2	14	2
0.532929	HARQ FD Txed	53	2	0	2	1	0	14	2
0.533929	HARQ FD Txed	53	3	0	4	1	2	13	2
0.533929	HARQ FD Txed	53	3	0	2	1	0	13	2
0.534071	DL DCI Rxed	53	4	0	2	1	0	15	2
0.534071	DL DCI Rxed	53	4	0	4	1	2	15	2
0.535071	DL DCI Rxed	53	5	0	2	1	0	14	2
0.535071	DL DCI Rxed	53	5	0	4	1	2	14	2
0.536071	DL DCI Rxed	53	6	0	2	1	0	13	2
0.536071	DL DCI Rxed	53	6	0	4	1	2	13	2
0.536929	HARQ FD Txed	53	6	0	4	1	2	15	2
0.536929	HARQ FD Txed	53	6	0	2	1	0	15	2
0.537929	HARQ FD Txed	53	7	0	4	1	2	14	2
0.537929	HARQ FD Txed	53	7	0	2	1	0	14	2
0.538929	HARQ FD Txed	53	8	0	4	1	2	13	2
0.538929	HARQ FD Txed	53	8	0	2	1	0	13	2
0.539071	DL DCI Rxed	53	9	0	2	1	0	15	2
0.539071	DL DCI Rxed	53	9	0	4	1	2	15	2
0.540071	DL DCI Rxed	54	0	0	2	1	0	14	2
0.540071	DL DCI Rxed	54	0	0	4	1	2	14	2
0.541071	DL DCI Rxed	54	1	0	2	1	0	13	2
0.541071	DL DCI Rxed	54	1	0	4	1	2	13	2
0.541929	HARQ FD Txed	54	1	0	4	1	2	15	2
0.541929	HARQ FD Txed	54	1	0	2	1	0	15	2
0.542929	HARQ FD Txed	54	2	0	4	1	2	14	2
0.542929	HARQ FD Txed	54	2	0	2	1	0	14	2
0.543929	HARQ FD Txed	54	3	0	4	1	2	13	2
0.543929	HARQ FD Txed	54	3	0	2	1	0	13	2
0.544071	DL DCI Rxed	54	4	0	2	1	0	15	2
0.544071	DL DCI Rxed	54	4	0	4	1	2	15	2
0.545071	DL DCI Rxed	54	5	0	2	1	0	14	2
0.545071	DL DCI Rxed	54	5	0	4	1	2	14	2
0.546071	DL DCI Rxed	54	6	0	2	1	0	13	2
0.546071	DL DCI Rxed	54	6	0	4	1	2	13	2
0.546929	HARQ FD Txed	54	6	0	4	1	2	15	2
0.546929	HARQ FD Txed	54	6	0	2	1	0	15	2
0.547929	HARQ FD Txed	54	7	0	4	1	2	14	2
0.547929	HARQ FD Txed	54	7	0	2	1	0	14	2
0.548929	HARQ FD Txed	54	8	0	4	1	2	13	2
0.548929	HARQ FD Txed	54	8	0	2	1	0	13	2
0.549071	DL DCI Rxed	54	9	0	2	1	0	15	2
0.549071	DL DCI Rxed	54	9	0	4	1	2	15	2
0.550071	DL DCI Rxed	55	0	0	2	1	0	14	2
